TEMPO_VIVE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;AUXILIO_BRASIL;POP_RUA;GRAU_INSTRUCAO;COR_RACA;Faixa da renda familiar per capita;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre dois e cinco anos;Todo ano;16/09/1969;52;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;04/07/1981;40;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;11/08/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo dia;24/12/1996;25;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;25/03/1992;29;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;10/10/1979;42;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;24/08/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;30/12/1997;24;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;05/10/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;27/10/1990;31;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;23/12/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;03/11/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;29/07/1994;27;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;24/07/1966;55;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;01/03/2022
Mais de dez anos;Nunca;19/06/1967;54;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;03/09/1991;30;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;11/02/1986;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;18/04/1976;45;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;CRAS NOVO OURO PRETO;PAMPULHA;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;07/09/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;14/04/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Todo mes;26/05/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;09/03/1966;56;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;100;CRAS VILA COQUEIRAL;NOROESTE;ate 12 Meses;01/03/2022
Ate seis meses;Todo dia;18/08/1985;36;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;80;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;26/03/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;29/12/1979;42;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;09/02/1980;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;05/07/1985;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;02/05/1984;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;20/03/1974;47;FEMININO;SIM;SIM;Medio completo;Branca;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;17/11/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;08/12/1968;53;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo ano;11/05/1955;66;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;01/03/2022
Ate seis meses;Todo mes;30/05/1981;40;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO NAO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;24/07/1996;25;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;02/02/1983;39;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;01/04/1999;22;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Quase nunca;27/08/1998;23;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;05/12/1991;30;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo mes;14/05/1975;46;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;16/12/1983;38;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre um e dois anos;Todo dia;02/10/1991;30;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;04/09/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Quase nunca;18/11/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;04/05/1995;26;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;30/05/1965;56;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Nunca;04/09/1962;59;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;150;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Toda semana;17/11/1976;45;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORTE;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;12/11/1990;31;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Quase nunca;14/07/1980;41;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;27/01/1981;41;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Quase nunca;25/03/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Todo ano;19/05/1960;61;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;09/10/1975;46;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;80;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;21/11/1994;27;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;08/01/1981;41;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;27/04/1971;50;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;07/01/1982;40;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;10/02/1993;29;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;11/10/1986;35;FEMININO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;89;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Quase nunca;06/11/1989;32;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;07/08/1962;59;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;24/09/1999;22;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;30/11/1981;40;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;21/01/1991;31;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;20/02/1997;25;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Nunca;03/05/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo mes;02/06/1991;30;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;150;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;08/06/1979;42;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;01/03/2022
Ate seis meses;Todo mes;25/12/1965;56;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;06/07/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;03/10/1975;46;FEMININO;SIM;SIM;Superior incompleto ou mais;Branca;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Toda semana;18/06/1963;58;FEMININO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Todo dia;03/08/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Nunca;24/05/1998;23;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;04/12/1986;35;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;12/08/2010;11;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;04/04/2006;15;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;03/09/2007;14;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;02/06/1981;40;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;14/02/1960;62;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;13/08/1984;37;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Quase nunca;10/10/1966;55;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;13/07/1980;41;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Todo mes;20/12/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;30;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;02/03/1996;26;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;24/01/1976;46;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;03/09/1987;34;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;02/04/1977;44;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Toda semana;26/11/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;12/09/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;21/08/1965;56;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;03/06/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;60;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Nunca;07/09/1976;45;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;20/02/1987;35;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;14/06/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Ate seis meses;Todo dia;13/02/2006;16;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Ate seis meses;Quase nunca;28/10/1976;45;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;22/08/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Ate seis meses;Quase nunca;27/03/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;07/11/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Todo ano;07/11/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;400;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;23/06/1980;41;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;04/04/1988;33;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;25/11/1995;26;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;01/03/2022
Ate seis meses;Toda semana;24/02/1993;29;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;19/08/1980;41;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;80;CRAS ALTO VERA CRUZ;LESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;02/04/1975;46;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;21/03/1986;35;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;12/06/1985;36;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;25/05/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Todo ano;28/10/1988;33;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;25/03/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;08/12/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;05/11/1984;37;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre um e dois anos;Todo mes;23/08/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;01/03/2022
Ate seis meses;Quase nunca;24/08/1978;43;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Todo ano;31/07/1986;35;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;11/10/1983;38;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;13 a 18 Meses;01/03/2022
Ate seis meses;Quase nunca;04/05/1980;41;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;10/02/1983;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;02/02/1981;41;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;13 a 18 Meses;01/03/2022
Mais de dez anos;Todo mes;22/09/1981;40;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Quase nunca;21/06/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;02/01/1975;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;11/04/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Ate seis meses;Quase nunca;17/03/1993;28;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;17/02/1977;45;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;27/07/1983;38;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;11/03/1970;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;01/09/1961;60;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;22/11/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
